Unnamed: 0,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
0,1896,Athènes,aquatique,natation, Alfred Hajos,Hongrie,Men,100m nage libre,or
1,1896,Athènes,aquatique,natation, Otto Herschmann,Autriche,Men,100m nage libre,argent
2,1896,Athènes,aquatique,natation, Dimitrios Drivas,Grèce,Men,100m nage libre pour les marins,bronze
3,1896,Athènes,aquatique,natation, Ioannis Malokinis,Grèce,Men,100m nage libre pour les marins,or
4,1896,Athènes,aquatique,natation, Spiridon Chasapis,Grèce,Men,100m nage libre pour les marins,argent
5,1896,Athènes,aquatique,natation, Efstathios Chorophas,Grèce,Men,1200m nage libre,bronze
6,1896,Athènes,aquatique,natation, Alfred Hajos,Hongrie,Men,1200m nage libre,or
7,1896,Athènes,aquatique,natation, Joannis Andreou,Grèce,Men,1200m nage libre,argent
8,1896,Athènes,aquatique,natation, Efstathios Chorophas,Grèce,Men,400m nage libre,bronze
9,1896,Athènes,aquatique,natation, Paul Neumann,Autriche,Men,400m nage libre,or
10,1896,Athènes,aquatique,natation, Antonios Pepanos,Grèce,Men,400m nage libre,argent
11,1896,Athènes,athlétisme,athlétisme, Francis Lane,États-Unis,Men,100m,bronze
12,1896,Athènes,athlétisme,athlétisme, Alajos Szokolyi,Hongrie,Men,100m,bronze
13,1896,Athènes,athlétisme,athlétisme, Thomas Burke,États-Unis,Men,100m,or
14,1896,Athènes,athlétisme,athlétisme, Fritz Hofmann,Allemagne,Men,100m,argent
15,1896,Athènes,athlétisme,athlétisme, Thomas Curtis,États-Unis,Men,110m haies,or
16,1896,Athènes,athlétisme,athlétisme, Grantley Goulding,Royaume-Uni,Men,110m haies,argent
17,1896,Athènes,athlétisme,athlétisme, Albin Lermusiaux,France,Men,1500m,bronze
18,1896,Athènes,athlétisme,athlétisme, Edwin Flack,Australie,Men,1500m,or
19,1896,Athènes,athlétisme,athlétisme, Arthur Blake,États-Unis,Men,1500m,argent
20,1896,Athènes,athlétisme,athlétisme, Charles Gmelin,Royaume-Uni,Men,400m,bronze
21,1896,Athènes,athlétisme,athlétisme, Thomas Burke,États-Unis,Men,400m,or
22,1896,Athènes,athlétisme,athlétisme, Herbert Jamison,États-Unis,Men,400m,argent
23,1896,Athènes,athlétisme,athlétisme, Dimitrios Golemis,Grèce,Men,800m,bronze
24,1896,Athènes,athlétisme,athlétisme, Edwin Flack,Australie,Men,800m,or
25,1896,Athènes,athlétisme,athlétisme, Nandor Dani,Hongrie,Men,800m,argent
26,1896,Athènes,athlétisme,athlétisme, Sotirios Versis,Grèce,Men,lancer du disque,bronze
27,1896,Athènes,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,lancer du disque,or
28,1896,Athènes,athlétisme,athlétisme, Panagiotis Paraskevopoulos,Grèce,Men,lancer du disque,argent
29,1896,Athènes,athlétisme,athlétisme, Ellery Clark,États-Unis,Men,saut en hauteur,or
30,1896,Athènes,athlétisme,athlétisme, James Connolly,États-Unis,Men,saut en hauteur,argent
31,1896,Athènes,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,saut en hauteur,argent
32,1896,Athènes,athlétisme,athlétisme, James Connolly,États-Unis,Men,saut en longueur,bronze
33,1896,Athènes,athlétisme,athlétisme, Ellery Clark,États-Unis,Men,saut en longueur,or
34,1896,Athènes,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,saut en longueur,argent
35,1896,Athènes,athlétisme,athlétisme, Gyula Kellner,Hongrie,Men,marathon,bronze
36,1896,Athènes,athlétisme,athlétisme, Spyridon Louis,Grèce,Men,marathon,or
37,1896,Athènes,athlétisme,athlétisme, Kharilaos Vasilakos,Grèce,Men,marathon,argent
38,1896,Athènes,athlétisme,athlétisme, Evangelos Damaskos,Grèce,Men,saut à la perche,bronze
39,1896,Athènes,athlétisme,athlétisme, Ioannis Theodoropoulos,Grèce,Men,saut à la perche,bronze
40,1896,Athènes,athlétisme,athlétisme, William Welles Hoyt,États-Unis,Men,saut à la perche,or
41,1896,Athènes,athlétisme,athlétisme, Albert Tyler,États-Unis,Men,saut à la perche,argent
42,1896,Athènes,athlétisme,athlétisme, Georgios Papasideris,Grèce,Men,lancer du poids,bronze
43,1896,Athènes,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,lancer du poids,or
44,1896,Athènes,athlétisme,athlétisme, Miltiadis Gouskos,Grèce,Men,lancer du poids,argent
45,1896,Athènes,athlétisme,athlétisme, Ioannis Persakis,Grèce,Men,triple saut,bronze
46,1896,Athènes,athlétisme,athlétisme, James Connolly,États-Unis,Men,triple saut,or
47,1896,Athènes,athlétisme,athlétisme, Alexandre Tufferi,France,Men,triple saut,argent
48,1896,Athènes,cyclisme,cyclisme sur route, Edward Battel,Royaume-Uni,Men,course sur route individuelle,bronze
49,1896,Athènes,cyclisme,cyclisme sur route, Aristidis Konstantinidis,Grèce,Men,course sur route individuelle,or
50,1896,Athènes,cyclisme,cyclisme sur route, August Goedrich,Allemagne,Men,course sur route individuelle,argent
51,1896,Athènes,cyclisme,cyclisme sur piste, Léon Flameng,France,Men,100km,or
52,1896,Athènes,cyclisme,cyclisme sur piste, Georgios Kolettis,Grèce,Men,100km,argent
53,1896,Athènes,cyclisme,cyclisme sur piste, Adolf Schmal,Autriche,Men,10km,bronze
54,1896,Athènes,cyclisme,cyclisme sur piste, Paul Masson,France,Men,10km,or
55,1896,Athènes,cyclisme,cyclisme sur piste, Léon Flameng,France,Men,10km,argent
56,1896,Athènes,cyclisme,cyclisme sur piste, Adolf Schmal,Autriche,Men,course de 12 heures,or
57,1896,Athènes,cyclisme,cyclisme sur piste, Frank Keeping,Royaume-Uni,Men,course de 12 heures,argent
58,1896,Athènes,cyclisme,cyclisme sur piste, Adolf Schmal,Autriche,Men,1km contre la montre,bronze
59,1896,Athènes,cyclisme,cyclisme sur piste, Paul Masson,France,Men,1km contre la montre,or
60,1896,Athènes,cyclisme,cyclisme sur piste, Stamatios Nikolopoulos,Grèce,Men,1km contre la montre,argent
61,1896,Athènes,cyclisme,cyclisme sur piste, Léon Flameng,France,Men,sprint indivual,bronze
62,1896,Athènes,cyclisme,cyclisme sur piste, Paul Masson,France,Men,sprint indivual,or
63,1896,Athènes,cyclisme,cyclisme sur piste, Stamatios Nikolopoulos,Grèce,Men,sprint indivual,argent
64,1896,Athènes,haie,haie, Perikles Pierrakos-Mavromichalis,Grèce,Men,feuille individuelle,bronze
65,1896,Athènes,haie,haie, Eugène-Henri Gravelotte,France,Men,feuille individuelle,or
66,1896,Athènes,haie,haie, Henri Callot,France,Men,feuille individuelle,argent
67,1896,Athènes,haie,haie, Leonidas Pyrgos,Grèce,Men,"feuille d'aluminium, maîtres",or
68,1896,Athènes,haie,haie, Maurice Perronnet,France,Men,"feuille d'aluminium, maîtres",argent
69,1896,Athènes,haie,haie, Holger Nielsen,Danemark,Men,sabre individuel,bronze
70,1896,Athènes,haie,haie, Ioannis Georgiadis,Grèce,Men,sabre individuel,or
71,1896,Athènes,haie,haie, Telemachos Karakalos,Grèce,Men,sabre individuel,argent
72,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,barre horizontale,or
73,1896,Athènes,gymnastique,gymnastique artistique, Alfred Flatow,Allemagne,Men,barre horizontale,argent
74,1896,Athènes,gymnastique,gymnastique artistique, Alfred Flatow,Allemagne,Men,barres parallèles,or
75,1896,Athènes,gymnastique,gymnastique artistique, Louis Zutter,Suisse,Men,barres parallèles,argent
76,1896,Athènes,gymnastique,gymnastique artistique, Louis Zutter,Suisse,Men,cheval d'arçon,or
77,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,cheval d'arçon,argent
78,1896,Athènes,gymnastique,gymnastique artistique, Petros Persakis,Grèce,Men,bagues,bronze
79,1896,Athènes,gymnastique,gymnastique artistique, Ioannis Mitropoulos,Grèce,Men,bagues,or
80,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,bagues,argent
81,1896,Athènes,gymnastique,gymnastique artistique, Fritz Hofmann,Allemagne,Men,escalade sur corde,bronze
82,1896,Athènes,gymnastique,gymnastique artistique, Nicolaos Andriakopoulos,Grèce,Men,escalade sur corde,or
83,1896,Athènes,gymnastique,gymnastique artistique, Thomasios Xenakis,Grèce,Men,escalade sur corde,argent
84,1896,Athènes,gymnastique,gymnastique artistique, Konrad Böcker,Allemagne,Men,"équipe, barre horizontale",or
85,1896,Athènes,gymnastique,gymnastique artistique, Alfred Flatow,Allemagne,Men,"équipe, barre horizontale",or
86,1896,Athènes,gymnastique,gymnastique artistique, Gustav Felix Flatow,Allemagne,Men,"équipe, barre horizontale",or
87,1896,Athènes,gymnastique,gymnastique artistique, Georg Hilmar,Allemagne,Men,"équipe, barre horizontale",or
88,1896,Athènes,gymnastique,gymnastique artistique, Fritz Hofmann,Allemagne,Men,"équipe, barre horizontale",or
89,1896,Athènes,gymnastique,gymnastique artistique, Fritz Manteuffel,Allemagne,Men,"équipe, barre horizontale",or
90,1896,Athènes,gymnastique,gymnastique artistique, Karl Neukirch,Allemagne,Men,"équipe, barre horizontale",or
91,1896,Athènes,gymnastique,gymnastique artistique, Richard Röstel,Allemagne,Men,"équipe, barre horizontale",or
92,1896,Athènes,gymnastique,gymnastique artistique, Gustav Schuft,Allemagne,Men,"équipe, barre horizontale",or
93,1896,Athènes,gymnastique,gymnastique artistique, Carl Schumann,Allemagne,Men,"équipe, barre horizontale",or
94,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,"équipe, barre horizontale",or
95,1896,Athènes,gymnastique,gymnastique artistique, Ioannis Chrysaphis,Grèce,Men,"équipe, barres parallèles",bronze
96,1896,Athènes,gymnastique,gymnastique artistique, Phillippos Karvelas,Grèce,Men,"équipe, barres parallèles",bronze
97,1896,Athènes,gymnastique,gymnastique artistique, Dimitrios Loundras,Grèce,Men,"équipe, barres parallèles",bronze
98,1896,Athènes,gymnastique,gymnastique artistique, Ioannis Mitropoulos,Grèce,Men,"équipe, barres parallèles",bronze
99,1896,Athènes,gymnastique,gymnastique artistique, Konrad Böcker,Allemagne,Men,"équipe, barres parallèles",or
100,1896,Athènes,gymnastique,gymnastique artistique, Alfred Flatow,Allemagne,Men,"équipe, barres parallèles",or
101,1896,Athènes,gymnastique,gymnastique artistique, Gustav Felix Flatow,Allemagne,Men,"équipe, barres parallèles",or
102,1896,Athènes,gymnastique,gymnastique artistique, Georg Hilmar,Allemagne,Men,"équipe, barres parallèles",or
103,1896,Athènes,gymnastique,gymnastique artistique, Fritz Hofmann,Allemagne,Men,"équipe, barres parallèles",or
104,1896,Athènes,gymnastique,gymnastique artistique, Fritz Manteuffel,Allemagne,Men,"équipe, barres parallèles",or
105,1896,Athènes,gymnastique,gymnastique artistique, Karl Neukirch,Allemagne,Men,"équipe, barres parallèles",or
106,1896,Athènes,gymnastique,gymnastique artistique, Richard Röstel,Allemagne,Men,"équipe, barres parallèles",or
107,1896,Athènes,gymnastique,gymnastique artistique, Gustav Schuft,Allemagne,Men,"équipe, barres parallèles",or
108,1896,Athènes,gymnastique,gymnastique artistique, Carl Schumann,Allemagne,Men,"équipe, barres parallèles",or
109,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,"équipe, barres parallèles",or
110,1896,Athènes,gymnastique,gymnastique artistique, Nicolaos Andriakopoulos,Grèce,Men,"équipe, barres parallèles",argent
111,1896,Athènes,gymnastique,gymnastique artistique, Spyros Athanasopoulos,Grèce,Men,"équipe, barres parallèles",argent
112,1896,Athènes,gymnastique,gymnastique artistique, Petros Persakis,Grèce,Men,"équipe, barres parallèles",argent
113,1896,Athènes,gymnastique,gymnastique artistique, Thomasios Xenakis,Grèce,Men,"équipe, barres parallèles",argent
114,1896,Athènes,gymnastique,gymnastique artistique, Hermann Weingärtner,Allemagne,Men,chambre forte,bronze
115,1896,Athènes,gymnastique,gymnastique artistique, Carl Schumann,Allemagne,Men,chambre forte,or
116,1896,Athènes,gymnastique,gymnastique artistique, Louis Zutter,Suisse,Men,chambre forte,argent
117,1896,Athènes,tir sportif,tir sportif, Nikolaos Morakis,Grèce,Men,pistolet de l'armée 25m,bronze
118,1896,Athènes,tir sportif,tir sportif, John Paine,États-Unis,Men,pistolet de l'armée 25m,or
119,1896,Athènes,tir sportif,tir sportif, Sumner Paine,États-Unis,Men,pistolet de l'armée 25m,argent
120,1896,Athènes,tir sportif,tir sportif, Holger Nielsen,Danemark,Men,pistolet à tir rapide 25m (60 tirs),bronze
121,1896,Athènes,tir sportif,tir sportif, Joannis Phrangoudis,Grèce,Men,pistolet à tir rapide 25m (60 tirs),or
122,1896,Athènes,tir sportif,tir sportif, Georgios Orphanidis,Grèce,Men,pistolet à tir rapide 25m (60 tirs),argent
123,1896,Athènes,tir sportif,tir sportif, Joannis Phrangoudis,Grèce,Men,pistolet 50m (60 tirs),bronze
124,1896,Athènes,tir sportif,tir sportif, Sumner Paine,États-Unis,Men,pistolet 50m (60 tirs),or
125,1896,Athènes,tir sportif,tir sportif, Holger Nielsen,Danemark,Men,pistolet 50m (60 tirs),argent
126,1896,Athènes,tir sportif,tir sportif, Nicolaos Trikupis,Grèce,Men,"fusil d'assaut, 200m",bronze
127,1896,Athènes,tir sportif,tir sportif, Pantelis Karasevdas,Grèce,Men,"fusil d'assaut, 200m",or
128,1896,Athènes,tir sportif,tir sportif, Pavlos Pavlidis,Grèce,Men,"fusil d'assaut, 200m",argent
129,1896,Athènes,tir sportif,tir sportif, Viggo Jensen,Danemark,Men,"fusil de l'armée, 300m",bronze
130,1896,Athènes,tir sportif,tir sportif, Georgios Orphanidis,Grèce,Men,"fusil de l'armée, 300m",or
131,1896,Athènes,tir sportif,tir sportif, Joannis Phrangoudis,Grèce,Men,"fusil de l'armée, 300m",argent
132,1896,Athènes,tennis,tennis, Edwin Flack,Equipe mixte aux Jeux Olympiques,Men,doubles,bronze
133,1896,Athènes,tennis,tennis, George Stuart Robertson,Equipe mixte aux Jeux Olympiques,Men,doubles,bronze
134,1896,Athènes,tennis,tennis, John Boland,Equipe mixte aux Jeux Olympiques,Men,doubles,or
135,1896,Athènes,tennis,tennis, Friedrich Traun,Equipe mixte aux Jeux Olympiques,Men,doubles,or
136,1896,Athènes,tennis,tennis, Dionysios Kasdaglis,Equipe mixte aux Jeux Olympiques,Men,doubles,argent
137,1896,Athènes,tennis,tennis, Demetrios Petrokokkinos,Equipe mixte aux Jeux Olympiques,Men,doubles,argent
138,1896,Athènes,tennis,tennis, Konstantinos Paspatis,Grèce,Men,célibataires,bronze
139,1896,Athènes,tennis,tennis, Momcsillo Tapavicza,Hongrie,Men,célibataires,bronze
140,1896,Athènes,tennis,tennis, John Boland,Royaume-Uni,Men,célibataires,or
141,1896,Athènes,tennis,tennis, Dionysios Kasdaglis,Grèce,Men,célibataires,argent
142,1896,Athènes,haltérophilie,haltérophilie, Alexandros Nikolopoulos,Grèce,Men,poids lourd - levée d'une main,bronze
143,1896,Athènes,haltérophilie,haltérophilie, Launceston Elliott,Royaume-Uni,Men,poids lourd - levée d'une main,or
144,1896,Athènes,haltérophilie,haltérophilie, Viggo Jensen,Danemark,Men,poids lourd - levée d'une main,argent
145,1896,Athènes,haltérophilie,haltérophilie, Sotirios Versis,Grèce,Men,poids lourd - levée à deux mains,bronze
146,1896,Athènes,haltérophilie,haltérophilie, Viggo Jensen,Danemark,Men,poids lourd - levée à deux mains,or
147,1896,Athènes,haltérophilie,haltérophilie, Launceston Elliott,Royaume-Uni,Men,poids lourd - levée à deux mains,argent
148,1896,Athènes,lutte,lutte gre-r, Stephanos Christopoulos,Grèce,Men,evénement ouvert,bronze
149,1896,Athènes,lutte,lutte gre-r, Carl Schumann,Allemagne,Men,evénement ouvert,or
150,1896,Athènes,lutte,lutte gre-r, Georgios Tsitas,Grèce,Men,evénement ouvert,argent
151,1900,Paris,aquatique,natation, Zoltan Halmay,Hongrie,Men,1500m nage libre,bronze
152,1900,Paris,aquatique,natation, John Arthur Jarvis,Royaume-Uni,Men,1500m nage libre,or
153,1900,Paris,aquatique,natation, Otto Wahle,Autriche,Men,1500m nage libre,argent
154,1900,Paris,aquatique,natation, Johannes Drost,Pays-Bas,Men,200m dos,bronze
155,1900,Paris,aquatique,natation, Ernst Hoppenberg,Allemagne,Men,200m dos,or
156,1900,Paris,aquatique,natation, Karl Ruberl,Autriche,Men,200m dos,argent
157,1900,Paris,aquatique,natation, Karl Ruberl,Autriche,Men,200m nage libre,bronze
158,1900,Paris,aquatique,natation, Frederick C.V. Lane,Australie,Men,200m nage libre,or
159,1900,Paris,aquatique,natation, Zoltan Halmay,Hongrie,Men,200m nage libre,argent
160,1900,Paris,aquatique,natation, Peter Kemp,Royaume-Uni,Men,200m épreuve d'obstacles,bronze
161,1900,Paris,aquatique,natation, Frederick C.V. Lane,Australie,Men,200m épreuve d'obstacles,or
162,1900,Paris,aquatique,natation, Otto Wahle,Autriche,Men,200m épreuve d'obstacles,argent
163,1900,Paris,aquatique,natation,Houben,France,Men,200m natation par équipe,bronze
164,1900,Paris,aquatique,natation, Jean Leuillieux,France,Men,200m natation par équipe,bronze
165,1900,Paris,aquatique,natation, Louis Martin,France,Men,200m natation par équipe,bronze
166,1900,Paris,aquatique,natation, Désiré Merchez,France,Men,200m natation par équipe,bronze
167,1900,Paris,aquatique,natation,Tartara,France,Men,200m natation par équipe,bronze
168,1900,Paris,aquatique,natation, Julius Frey,Allemagne,Men,200m natation par équipe,or
169,1900,Paris,aquatique,natation, Max Hainle,Allemagne,Men,200m natation par équipe,or
170,1900,Paris,aquatique,natation, Ernst Hoppenberg,Allemagne,Men,200m natation par équipe,or
171,1900,Paris,aquatique,natation, Max Schöne,Allemagne,Men,200m natation par équipe,or
172,1900,Paris,aquatique,natation, Herbert Von Petersdorff,Allemagne,Men,200m natation par équipe,or
173,1900,Paris,aquatique,natation,Bertrand,France,Men,200m natation par équipe,argent
174,1900,Paris,aquatique,natation,Cadet,France,Men,200m natation par équipe,argent
175,1900,Paris,aquatique,natation, Maurice Hochepied,France,Men,200m natation par équipe,argent
176,1900,Paris,aquatique,natation, Victor Hochepied,France,Men,200m natation par équipe,argent
177,1900,Paris,aquatique,natation,Verbecke,France,Men,200m natation par équipe,argent
178,1900,Paris,aquatique,natation, Louis Martin,France,Men,4000m nage libre,bronze
179,1900,Paris,aquatique,natation, John Arthur Jarvis,Royaume-Uni,Men,4000m nage libre,or
180,1900,Paris,aquatique,natation, Zoltan Halmay,Hongrie,Men,4000m nage libre,argent
181,1900,Paris,aquatique,natation, Peder Lykkeberg,Danemark,Men,nage sous-marine,bronze
182,1900,Paris,aquatique,natation, Charles De Vendeville,France,Men,nage sous-marine,or
183,1900,Paris,aquatique,natation, André Six,France,Men,nage sous-marine,argent
184,1900,Paris,aquatique,water polo, Thomas Burgess,France,Men,water polo,bronze
185,1900,Paris,aquatique,water polo,Coulon,France,Men,water polo,bronze
186,1900,Paris,aquatique,water polo, Alphonse Decuyper,France,Men,water polo,bronze
187,1900,Paris,aquatique,water polo,Devenot,France,Men,water polo,bronze
188,1900,Paris,aquatique,water polo,Fardelle,France,Men,water polo,bronze
189,1900,Paris,aquatique,water polo,Favier,France,Men,water polo,bronze
190,1900,Paris,aquatique,water polo, Louis Laufray,France,Men,water polo,bronze
191,1900,Paris,aquatique,water polo,Leriche,France,Men,water polo,bronze
192,1900,Paris,aquatique,water polo, Louis Martin,France,Men,water polo,bronze
193,1900,Paris,aquatique,water polo, Désiré Merchez,France,Men,water polo,bronze
194,1900,Paris,aquatique,water polo, Henri Peslier,France,Men,water polo,bronze
195,1900,Paris,aquatique,water polo,Pesloy,France,Men,water polo,bronze
196,1900,Paris,aquatique,water polo, Charles Treffel,France,Men,water polo,bronze
197,1900,Paris,aquatique,water polo, Paul Vasseur,France,Men,water polo,bronze
198,1900,Paris,aquatique,water polo, Thomas Coe,Royaume-Uni,Men,water polo,or
199,1900,Paris,aquatique,water polo, John Henry Derbyshire,Royaume-Uni,Men,water polo,or
200,1900,Paris,aquatique,water polo, Peter Kemp,Royaume-Uni,Men,water polo,or
201,1900,Paris,aquatique,water polo, William Lister,Royaume-Uni,Men,water polo,or
202,1900,Paris,aquatique,water polo, Arthur Robertson,Royaume-Uni,Men,water polo,or
203,1900,Paris,aquatique,water polo, Eric Robinson,Royaume-Uni,Men,water polo,or
204,1900,Paris,aquatique,water polo, George Wilkinson,Royaume-Uni,Men,water polo,or
205,1900,Paris,aquatique,water polo, Henri Cohen,Belgique,Men,water polo,argent
206,1900,Paris,aquatique,water polo, Jean De Backer,Belgique,Men,water polo,argent
207,1900,Paris,aquatique,water polo, Victor De Behr,Belgique,Men,water polo,argent
208,1900,Paris,aquatique,water polo, Fernand Feyaerts,Belgique,Men,water polo,argent
209,1900,Paris,aquatique,water polo, Oscar Gregoire,Belgique,Men,water polo,argent
210,1900,Paris,aquatique,water polo, Albert Michant,Belgique,Men,water polo,argent
211,1900,Paris,aquatique,water polo, Victor Sonnemans,Belgique,Men,water polo,argent
212,1900,Paris,tir à l'arc,tir à l'arc, Charles Frédéric Petit,France,Men,"au chapelet, 33m",bronze
213,1900,Paris,tir à l'arc,tir à l'arc, Hubert Van Innis,Belgique,Men,"au chapelet, 33m",or
214,1900,Paris,tir à l'arc,tir à l'arc, Victor Thibaud,France,Men,"au chapelet, 33m",argent
215,1900,Paris,tir à l'arc,tir à l'arc, Emile Mercier,France,Men,"au chapelet, 50m",bronze
216,1900,Paris,tir à l'arc,tir à l'arc, Eugène Mougin,France,Men,"au chapelet, 50m",or
217,1900,Paris,tir à l'arc,tir à l'arc, Henri Helle,France,Men,"au chapelet, 50m",argent
218,1900,Paris,tir à l'arc,tir à l'arc, Charles Frédéric Petit,France,Men,"au cordon doré, 33m",bronze
219,1900,Paris,tir à l'arc,tir à l'arc, Hubert Van Innis,Belgique,Men,"au cordon doré, 33m",or
220,1900,Paris,tir à l'arc,tir à l'arc, Victor Thibaud,France,Men,"au cordon doré, 33m",argent
221,1900,Paris,tir à l'arc,tir à l'arc, Emile Fisseux,France,Men,"au cordon doré, 50m",bronze
222,1900,Paris,tir à l'arc,tir à l'arc, Henri Herouin,France,Men,"au cordon doré, 50m",or
223,1900,Paris,tir à l'arc,tir à l'arc, Hubert Van Innis,Belgique,Men,"au cordon doré, 50m",argent
224,1900,Paris,tir à l'arc,tir à l'arc, Emmanuel Foulon,Belgique,Men,sur la perche à la herse,or
225,1900,Paris,tir à l'arc,tir à l'arc, Jr. Druart,Belgique,Men,sur la perche à la herse,argent
226,1900,Paris,tir à l'arc,tir à l'arc, Auguste Serrurier,France,Men,sur la perche à la herse,argent
227,1900,Paris,tir à l'arc,tir à l'arc, Louis Glineux,Belgique,Men,sur la perche à la pyramide,bronze
228,1900,Paris,tir à l'arc,tir à l'arc, Emile Grumiaux,France,Men,sur la perche à la pyramide,or
229,1900,Paris,tir à l'arc,tir à l'arc, Auguste Serrurier,France,Men,sur la perche à la pyramide,argent
230,1900,Paris,athlétisme,athlétisme, Stanley Rowley,Australie,Men,100m,bronze
231,1900,Paris,athlétisme,athlétisme, Francis Jarvis,États-Unis,Men,100m,or
232,1900,Paris,athlétisme,athlétisme, Walter B. John Tewksbury,États-Unis,Men,100m,argent
233,1900,Paris,athlétisme,athlétisme, Frederick Moloney,États-Unis,Men,110m haies,bronze
234,1900,Paris,athlétisme,athlétisme, Alvin Kraenzlein,États-Unis,Men,110m haies,or
235,1900,Paris,athlétisme,athlétisme, John Mclean,États-Unis,Men,110m haies,argent
236,1900,Paris,athlétisme,athlétisme, John Bray,États-Unis,Men,1500m,bronze
237,1900,Paris,athlétisme,athlétisme, Charles Bennett,Royaume-Uni,Men,1500m,or
238,1900,Paris,athlétisme,athlétisme, Henri Deloge,France,Men,1500m,argent
239,1900,Paris,athlétisme,athlétisme, Stanley Rowley,Australie,Men,200m,bronze
240,1900,Paris,athlétisme,athlétisme, Walter B. John Tewksbury,États-Unis,Men,200m,or
241,1900,Paris,athlétisme,athlétisme, Norman Pritchard,Inde,Men,200m,argent
242,1900,Paris,athlétisme,athlétisme, Walter B. John Tewksbury,États-Unis,Men,200m haies,bronze
243,1900,Paris,athlétisme,athlétisme, Alvin Kraenzlein,États-Unis,Men,200m haies,or
244,1900,Paris,athlétisme,athlétisme, Norman Pritchard,Inde,Men,200m haies,argent
245,1900,Paris,athlétisme,athlétisme, Jacques Chastanie,France,Men,3000m steeplechase,bronze
246,1900,Paris,athlétisme,athlétisme, George Orton,Canada,Men,3000m steeplechase,or
247,1900,Paris,athlétisme,athlétisme, Sidney Robinson,Royaume-Uni,Men,3000m steeplechase,argent
248,1900,Paris,athlétisme,athlétisme, Sidney Robinson,Royaume-Uni,Men,4000m steeplechase,bronze
249,1900,Paris,athlétisme,athlétisme, John Rimmer,Royaume-Uni,Men,4000m steeplechase,or
250,1900,Paris,athlétisme,athlétisme, Charles Bennett,Royaume-Uni,Men,4000m steeplechase,argent
251,1900,Paris,athlétisme,athlétisme, Ernst Schultz,Danemark,Men,400m,bronze
252,1900,Paris,athlétisme,athlétisme, Maxwell W.Maxey Long,États-Unis,Men,400m,or
253,1900,Paris,athlétisme,athlétisme, William Holland,États-Unis,Men,400m,argent
254,1900,Paris,athlétisme,athlétisme, George Orton,Canada,Men,400m haies,bronze
255,1900,Paris,athlétisme,athlétisme, Walter B. John Tewksbury,États-Unis,Men,400m haies,or
256,1900,Paris,athlétisme,athlétisme, Henri Tauzin,France,Men,400m haies,argent
257,1900,Paris,athlétisme,athlétisme, Charles Bennett,Equipe mixte aux Jeux Olympiques,Men,équipe 5000m,or
258,1900,Paris,athlétisme,athlétisme, John Rimmer,Equipe mixte aux Jeux Olympiques,Men,équipe 5000m,or
259,1900,Paris,athlétisme,athlétisme, Sidney Robinson,Equipe mixte aux Jeux Olympiques,Men,équipe 5000m,or
260,1900,Paris,athlétisme,athlétisme, Stanley Rowley,Equipe mixte aux Jeux Olympiques,Men,équipe 5000m,or
261,1900,Paris,athlétisme,athlétisme, Alfred Tysoe,Equipe mixte aux Jeux Olympiques,Men,équipe 5000m,or
262,1900,Paris,athlétisme,athlétisme, André Castanet,France,Men,équipe 5000m,argent
263,1900,Paris,athlétisme,athlétisme, Michel Champoudry,France,Men,équipe 5000m,argent
264,1900,Paris,athlétisme,athlétisme, Jacques Chastanie,France,Men,équipe 5000m,argent
265,1900,Paris,athlétisme,athlétisme, Henri Deloge,France,Men,équipe 5000m,argent
266,1900,Paris,athlétisme,athlétisme, Gaston Ragueneau,France,Men,équipe 5000m,argent
267,1900,Paris,athlétisme,athlétisme, Stanley Rowley,Australie,Men,60m,bronze
268,1900,Paris,athlétisme,athlétisme, Alvin Kraenzlein,États-Unis,Men,60m,or
269,1900,Paris,athlétisme,athlétisme, Walter B. John Tewksbury,États-Unis,Men,60m,argent
270,1900,Paris,athlétisme,athlétisme, David Hall,États-Unis,Men,800m,bronze
271,1900,Paris,athlétisme,athlétisme, Alfred Tysoe,Royaume-Uni,Men,800m,or
272,1900,Paris,athlétisme,athlétisme, John Cregan,États-Unis,Men,800m,argent
273,1900,Paris,athlétisme,athlétisme, Richard Sheldon,États-Unis,Men,lancer du disque,bronze
274,1900,Paris,athlétisme,athlétisme, Rudolf Bauer,Hongrie,Men,lancer du disque,or
275,1900,Paris,athlétisme,athlétisme, Frantisek Janda,Bohême,Men,lancer du disque,argent
276,1900,Paris,athlétisme,athlétisme, Josiah Mccracken,États-Unis,Men,lancer de marteau,bronze
277,1900,Paris,athlétisme,athlétisme, John Jesus Flanagan,États-Unis,Men,lancer de marteau,or
278,1900,Paris,athlétisme,athlétisme, Thomas Truxton Hare,États-Unis,Men,lancer de marteau,argent
