Unnamed: 0,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
5088,1928,Amsterdam,aquatique,water polo, Alajos Keseru,Hongrie,Men,water polo,argent
5089,1928,Amsterdam,aquatique,water polo, Ferenc Keseru,Hongrie,Men,water polo,argent
5090,1928,Amsterdam,aquatique,water polo, Jozsef Vrabely,Hongrie,Men,water polo,argent
5091,1928,Amsterdam,athlétisme,athlétisme, Edvin Wide,Suède,Men,10000m,bronze
5092,1928,Amsterdam,athlétisme,athlétisme, Paavo Nurmi,Finlande,Men,10000m,or
5093,1928,Amsterdam,athlétisme,athlétisme, Ville Ritola,Finlande,Men,10000m,argent
5094,1928,Amsterdam,athlétisme,athlétisme, Georg Lammers,Allemagne,Men,100m,bronze
5095,1928,Amsterdam,athlétisme,athlétisme, Percy Williams,Canada,Men,100m,or
5096,1928,Amsterdam,athlétisme,athlétisme, John Edward London,Royaume-Uni,Men,100m,argent
5097,1928,Amsterdam,athlétisme,athlétisme, Ethel M. Smith,Canada,Women,100m,bronze
5098,1928,Amsterdam,athlétisme,athlétisme, Elizabeth Robinson,États-Unis,Women,100m,or
5099,1928,Amsterdam,athlétisme,athlétisme, Fanny Rosenfeld,Canada,Women,100m,argent
5100,1928,Amsterdam,athlétisme,athlétisme, John Collier,États-Unis,Men,110m haies,bronze
5101,1928,Amsterdam,athlétisme,athlétisme, Sidney Atkinson,Afrique du Sud,Men,110m haies,or
5102,1928,Amsterdam,athlétisme,athlétisme, Stephen Anderson,États-Unis,Men,110m haies,argent
5103,1928,Amsterdam,athlétisme,athlétisme, Eino Alfred Purje,Finlande,Men,1500m,bronze
5104,1928,Amsterdam,athlétisme,athlétisme, Harri Edvin Larva,Finlande,Men,1500m,or
5105,1928,Amsterdam,athlétisme,athlétisme, Jules Ladoumegue,France,Men,1500m,argent
5106,1928,Amsterdam,athlétisme,athlétisme, Helmuth Körnig,Allemagne,Men,200m,bronze
5107,1928,Amsterdam,athlétisme,athlétisme, Percy Williams,Canada,Men,200m,or
5108,1928,Amsterdam,athlétisme,athlétisme, Walter Rangeley,Royaume-Uni,Men,200m,argent
5109,1928,Amsterdam,athlétisme,athlétisme, Ove Andersen,Finlande,Men,3000m steeplechase,bronze
5110,1928,Amsterdam,athlétisme,athlétisme, Toivo Aarne Loukola,Finlande,Men,3000m steeplechase,or
5111,1928,Amsterdam,athlétisme,athlétisme, Paavo Nurmi,Finlande,Men,3000m steeplechase,argent
5112,1928,Amsterdam,athlétisme,athlétisme, Joachim Büchner,Allemagne,Men,400m,bronze
5113,1928,Amsterdam,athlétisme,athlétisme, Raymond James Barbuti,États-Unis,Men,400m,or
5114,1928,Amsterdam,athlétisme,athlétisme, James A. Ball,Canada,Men,400m,argent
5115,1928,Amsterdam,athlétisme,athlétisme, Frederick Morgan Taylor,États-Unis,Men,400m haies,bronze
5116,1928,Amsterdam,athlétisme,athlétisme, David George Burghley,Royaume-Uni,Men,400m haies,or
5117,1928,Amsterdam,athlétisme,athlétisme, Frank Josef Cuhel,États-Unis,Men,400m haies,argent
5118,1928,Amsterdam,athlétisme,athlétisme, Cyril William Gill,Royaume-Uni,Men,relais 4x100m,bronze
5119,1928,Amsterdam,athlétisme,athlétisme, John Edward London,Royaume-Uni,Men,relais 4x100m,bronze
5120,1928,Amsterdam,athlétisme,athlétisme, Walter Rangeley,Royaume-Uni,Men,relais 4x100m,bronze
5121,1928,Amsterdam,athlétisme,athlétisme, Edward Ralph Smouha,Royaume-Uni,Men,relais 4x100m,bronze
5122,1928,Amsterdam,athlétisme,athlétisme, Charles Edward Borah,États-Unis,Men,relais 4x100m,or
5123,1928,Amsterdam,athlétisme,athlétisme, James F. Quinn,États-Unis,Men,relais 4x100m,or
5124,1928,Amsterdam,athlétisme,athlétisme, Henry Argue Russell,États-Unis,Men,relais 4x100m,or
5125,1928,Amsterdam,athlétisme,athlétisme, Frank Clifford Wykoff,États-Unis,Men,relais 4x100m,or
5126,1928,Amsterdam,athlétisme,athlétisme, Richard Corts,Allemagne,Men,relais 4x100m,argent
5127,1928,Amsterdam,athlétisme,athlétisme, Hubert Houben,Allemagne,Men,relais 4x100m,argent
5128,1928,Amsterdam,athlétisme,athlétisme, Helmuth Körnig,Allemagne,Men,relais 4x100m,argent
5129,1928,Amsterdam,athlétisme,athlétisme, Georg Lammers,Allemagne,Men,relais 4x100m,argent
5130,1928,Amsterdam,athlétisme,athlétisme, Anny Holdmann,Allemagne,Women,relais 4x100m,bronze
5131,1928,Amsterdam,athlétisme,athlétisme, Helene Junker,Allemagne,Women,relais 4x100m,bronze
5132,1928,Amsterdam,athlétisme,athlétisme, Rose Kellner,Allemagne,Women,relais 4x100m,bronze
5133,1928,Amsterdam,athlétisme,athlétisme," Helene ""Leni"" Schmidt",Allemagne,Women,relais 4x100m,bronze
5134,1928,Amsterdam,athlétisme,athlétisme, Myrtle Alice Cook,Canada,Women,relais 4x100m,or
5135,1928,Amsterdam,athlétisme,athlétisme, Fanny Rosenfeld,Canada,Women,relais 4x100m,or
5136,1928,Amsterdam,athlétisme,athlétisme, Ethel M. Smith,Canada,Women,relais 4x100m,or
5137,1928,Amsterdam,athlétisme,athlétisme, Jean Thompson,Canada,Women,relais 4x100m,or
5138,1928,Amsterdam,athlétisme,athlétisme, Jessica West Cross,États-Unis,Women,relais 4x100m,argent
5139,1928,Amsterdam,athlétisme,athlétisme, Loretta T. Mcneil,États-Unis,Women,relais 4x100m,argent
5140,1928,Amsterdam,athlétisme,athlétisme, Elizabeth Robinson,États-Unis,Women,relais 4x100m,argent
5141,1928,Amsterdam,athlétisme,athlétisme, Mary T. Washburn,États-Unis,Women,relais 4x100m,argent
5142,1928,Amsterdam,athlétisme,athlétisme, James A. Ball,Canada,Men,relais 4x400m,bronze
5143,1928,Amsterdam,athlétisme,athlétisme, Philip Edwards,Canada,Men,relais 4x400m,bronze
5144,1928,Amsterdam,athlétisme,athlétisme, Stanley Glover,Canada,Men,relais 4x400m,bronze
5145,1928,Amsterdam,athlétisme,athlétisme, Alexander S. Wilson,Canada,Men,relais 4x400m,bronze
5146,1928,Amsterdam,athlétisme,athlétisme, Frederick Pitt Alderman,États-Unis,Men,relais 4x400m,or
5147,1928,Amsterdam,athlétisme,athlétisme, George Hetzel Baird,États-Unis,Men,relais 4x400m,or
5148,1928,Amsterdam,athlétisme,athlétisme, Raymond James Barbuti,États-Unis,Men,relais 4x400m,or
5149,1928,Amsterdam,athlétisme,athlétisme, Emerson Lane Spencer,États-Unis,Men,relais 4x400m,or
5150,1928,Amsterdam,athlétisme,athlétisme, Hermann Engelhard,Allemagne,Men,relais 4x400m,argent
5151,1928,Amsterdam,athlétisme,athlétisme, Richard Krebs,Allemagne,Men,relais 4x400m,argent
5152,1928,Amsterdam,athlétisme,athlétisme, Otto Neumann,Allemagne,Men,relais 4x400m,argent
5153,1928,Amsterdam,athlétisme,athlétisme, Harry Storz,Allemagne,Men,relais 4x400m,argent
5154,1928,Amsterdam,athlétisme,athlétisme, Edvin Wide,Suède,Men,5000m,bronze
5155,1928,Amsterdam,athlétisme,athlétisme, Ville Ritola,Finlande,Men,5000m,or
5156,1928,Amsterdam,athlétisme,athlétisme, Paavo Nurmi,Finlande,Men,5000m,argent
5157,1928,Amsterdam,athlétisme,athlétisme, Hermann Engelhard,Allemagne,Men,800m,bronze
5158,1928,Amsterdam,athlétisme,athlétisme, Douglas Gordon Lowe,Royaume-Uni,Men,800m,or
5159,1928,Amsterdam,athlétisme,athlétisme, Erik Bylehn,Suède,Men,800m,argent
5160,1928,Amsterdam,athlétisme,athlétisme, Inga K. Gentzel,Suède,Women,800m,bronze
5161,1928,Amsterdam,athlétisme,athlétisme," Karoline ""Lina"" Radke",Allemagne,Women,800m,or
5162,1928,Amsterdam,athlétisme,athlétisme, Kinue Hitomi,Japon,Women,800m,argent
5163,1928,Amsterdam,athlétisme,athlétisme, John Kenneth Doherty,États-Unis,Men,décathlon,bronze
5164,1928,Amsterdam,athlétisme,athlétisme, Paavo Ilmari Yrjölä,Finlande,Men,décathlon,or
5165,1928,Amsterdam,athlétisme,athlétisme, Akiles Eero Johannes Järvinen,Finlande,Men,décathlon,argent
5166,1928,Amsterdam,athlétisme,athlétisme, James Hunt Corson,États-Unis,Men,lancer du disque,bronze
5167,1928,Amsterdam,athlétisme,athlétisme, Lemuel Clarence Houser,États-Unis,Men,lancer du disque,or
5168,1928,Amsterdam,athlétisme,athlétisme, Antero Lauro Kivi,Finlande,Men,lancer du disque,argent
5169,1928,Amsterdam,athlétisme,athlétisme, Ruth A. Svedberg,Suède,Women,lancer du disque,bronze
5170,1928,Amsterdam,athlétisme,athlétisme, Halina Konopacka,Pologne,Women,lancer du disque,or
5171,1928,Amsterdam,athlétisme,athlétisme, Lillian Copeland,États-Unis,Women,lancer du disque,argent
5172,1928,Amsterdam,athlétisme,athlétisme, Edmund Franklin Black,États-Unis,Men,lancer de marteau,bronze
5173,1928,Amsterdam,athlétisme,athlétisme, Patrick O'Callaghan,Irlande,Men,lancer de marteau,or
5174,1928,Amsterdam,athlétisme,athlétisme, Ossian E. Skiöld,Suède,Men,lancer de marteau,argent
5175,1928,Amsterdam,athlétisme,athlétisme, Claude Charles Menard,France,Men,saut en hauteur,bronze
5176,1928,Amsterdam,athlétisme,athlétisme, Robert Wade King,États-Unis,Men,saut en hauteur,or
5177,1928,Amsterdam,athlétisme,athlétisme, Benjamen Van Doren Hedges,États-Unis,Men,saut en hauteur,argent
5178,1928,Amsterdam,athlétisme,athlétisme, Mildred Olive Wiley,États-Unis,Women,saut en hauteur,bronze
5179,1928,Amsterdam,athlétisme,athlétisme, Ethel Catherwood,Canada,Women,saut en hauteur,or
5180,1928,Amsterdam,athlétisme,athlétisme, Carolina Anna Gisolf,Pays-Bas,Women,saut en hauteur,argent
5181,1928,Amsterdam,athlétisme,athlétisme, Olav Sunde,Norvège,Men,lancer du javelot,bronze
5182,1928,Amsterdam,athlétisme,athlétisme, Erik H. Lundqvist,Suède,Men,lancer du javelot,or
5183,1928,Amsterdam,athlétisme,athlétisme, Bela Szepes-Strauch,Hongrie,Men,lancer du javelot,argent
5184,1928,Amsterdam,athlétisme,athlétisme, Alfred Hilborn Bates,États-Unis,Men,saut en longueur,bronze
5185,1928,Amsterdam,athlétisme,athlétisme, Edward Barton Hamm,États-Unis,Men,saut en longueur,or
5186,1928,Amsterdam,athlétisme,athlétisme, Silvio M. Cator,Haïti,Men,saut en longueur,argent
5187,1928,Amsterdam,athlétisme,athlétisme, Martti B. Marttelin,Finlande,Men,marathon,bronze
5188,1928,Amsterdam,athlétisme,athlétisme, BoughÃ©ra Mohamed El Ouafi,France,Men,marathon,or
5189,1928,Amsterdam,athlétisme,athlétisme, Manuel Plaza Reyes,Chili,Men,marathon,argent
5190,1928,Amsterdam,athlétisme,athlétisme, Charles English Mcginnis,États-Unis,Men,saut à la perche,bronze
5191,1928,Amsterdam,athlétisme,athlétisme, Sabin William Carr,États-Unis,Men,saut à la perche,or
5192,1928,Amsterdam,athlétisme,athlétisme, William Herbert Droegemueller,États-Unis,Men,saut à la perche,argent
5193,1928,Amsterdam,athlétisme,athlétisme, Emil Hirschfeld,Allemagne,Men,lancer du poids,bronze
5194,1928,Amsterdam,athlétisme,athlétisme, John H. Kuck,États-Unis,Men,lancer du poids,or
5195,1928,Amsterdam,athlétisme,athlétisme, Herman Harold Brix,États-Unis,Men,lancer du poids,argent
5196,1928,Amsterdam,athlétisme,athlétisme, Vilho Immanuel Tuulos,Finlande,Men,triple saut,bronze
5197,1928,Amsterdam,athlétisme,athlétisme, Mikio Oda,Japon,Men,triple saut,or
5198,1928,Amsterdam,athlétisme,athlétisme, Levi B. Casey,États-Unis,Men,triple saut,argent
5199,1928,Amsterdam,boxe,boxe, Carlo Cavagnoli,Italie,Men,- 50.8kg (poids plume),bronze
5200,1928,Amsterdam,boxe,boxe, Antal Kocsis,Hongrie,Men,- 50.8kg (poids plume),or
5201,1928,Amsterdam,boxe,boxe, Armand Apell,France,Men,- 50.8kg (poids plume),argent
5202,1928,Amsterdam,boxe,boxe, Michael Jacob Michaelsen,Danemark,Men,+ 79.38kg (poids lourd),bronze
5203,1928,Amsterdam,boxe,boxe, Arturo Rodriguez Jurado,Argentine,Men,+ 79.38kg (poids lourd),or
5204,1928,Amsterdam,boxe,boxe, Nils Arvid Ramm,Suède,Men,+ 79.38kg (poids lourd),argent
5205,1928,Amsterdam,boxe,boxe, Harry Isaacs,Afrique du Sud,Men,50.8 - 53.52kg (poids bantam),bronze
5206,1928,Amsterdam,boxe,boxe, Vittorio Tamagnini,Italie,Men,50.8 - 53.52kg (poids bantam),or
5207,1928,Amsterdam,boxe,boxe, John Lawrence Daley,États-Unis,Men,50.8 - 53.52kg (poids bantam),argent
5208,1928,Amsterdam,boxe,boxe, Harold George Devine,États-Unis,Men,53.52 - 57.15kg (poids plume),bronze
5209,1928,Amsterdam,boxe,boxe, Lambertus Van Klaveren,Pays-Bas,Men,53.52 - 57.15kg (poids plume),or
5210,1928,Amsterdam,boxe,boxe, Victor Peralta,Argentine,Men,53.52 - 57.15kg (poids plume),argent
5211,1928,Amsterdam,boxe,boxe, Gunnar A. E. Berggren,Suède,Men,57.15 - 61.24kg (poids léger),bronze
5212,1928,Amsterdam,boxe,boxe, Carlo Orlandi,Italie,Men,57.15 - 61.24kg (poids léger),or
5213,1928,Amsterdam,boxe,boxe, Stephen Michael Halaiko,États-Unis,Men,57.15 - 61.24kg (poids léger),argent
5214,1928,Amsterdam,boxe,boxe, Raymond Smillie,Canada,Men,61.24 - 66.68kg (poids welter),bronze
5215,1928,Amsterdam,boxe,boxe, Edward Morgan,Nouvelle-Zélande,Men,61.24 - 66.68kg (poids welter),or
5216,1928,Amsterdam,boxe,boxe, Raul Landini,Argentine,Men,61.24 - 66.68kg (poids welter),argent
5217,1928,Amsterdam,boxe,boxe, Léonard Steyaert,Belgique,Men,66.68 - 72.57kg (poids moyen),bronze
5218,1928,Amsterdam,boxe,boxe, Piero Toscani,Italie,Men,66.68 - 72.57kg (poids moyen),or
5219,1928,Amsterdam,boxe,boxe, Jan Hermanek,Tchécoslovaquie,Men,66.68 - 72.57kg (poids moyen),argent
5220,1928,Amsterdam,boxe,boxe, Karel Leendert Miljon,Pays-Bas,Men,72.57 - 79.38kg (poids léger-lourd),bronze
5221,1928,Amsterdam,boxe,boxe, Victor Avendano,Argentine,Men,72.57 - 79.38kg (poids léger-lourd),or
5222,1928,Amsterdam,boxe,boxe, Ernst Pistulla,Allemagne,Men,72.57 - 79.38kg (poids léger-lourd),argent
5223,1928,Amsterdam,cyclisme,cyclisme sur route, Gösta V. Carlsson,Suède,Men,contre-la-montre individuel,bronze
5224,1928,Amsterdam,cyclisme,cyclisme sur route, Henry Peter Christian Hansen,Danemark,Men,contre-la-montre individuel,or
5225,1928,Amsterdam,cyclisme,cyclisme sur route, Frank William Southall,Royaume-Uni,Men,contre-la-montre individuel,argent
5226,1928,Amsterdam,cyclisme,cyclisme sur route, Gösta V. Carlsson,Suède,Men,contre la montre par équipe,bronze
5227,1928,Amsterdam,cyclisme,cyclisme sur route, Erik Jansson,Suède,Men,contre la montre par équipe,bronze
5228,1928,Amsterdam,cyclisme,cyclisme sur route, E. Georg Johnsson,Suède,Men,contre la montre par équipe,bronze
5229,1928,Amsterdam,cyclisme,cyclisme sur route, Henry Peter Christian Hansen,Danemark,Men,contre la montre par équipe,or
5230,1928,Amsterdam,cyclisme,cyclisme sur route, Oving Orla Jörgensen,Danemark,Men,contre la montre par équipe,or
5231,1928,Amsterdam,cyclisme,cyclisme sur route, Leo Nielsen,Danemark,Men,contre la montre par équipe,or
5232,1928,Amsterdam,cyclisme,cyclisme sur route, John Jacob Lauterwasser,Royaume-Uni,Men,contre la montre par équipe,argent
5233,1928,Amsterdam,cyclisme,cyclisme sur route, John Kenneth Middleton,Royaume-Uni,Men,contre la montre par équipe,argent
5234,1928,Amsterdam,cyclisme,cyclisme sur route, Frank William Southall,Royaume-Uni,Men,contre la montre par équipe,argent
5235,1928,Amsterdam,cyclisme,cyclisme sur piste, Willy Falck Hansen,Danemark,Men,poursuite 1km,bronze
5236,1928,Amsterdam,cyclisme,cyclisme sur piste, Roger Beaufrand,France,Men,poursuite 1km,or
5237,1928,Amsterdam,cyclisme,cyclisme sur piste, Antonius Hendrikus Mazairac,Pays-Bas,Men,poursuite 1km,argent
5238,1928,Amsterdam,cyclisme,cyclisme sur piste, Edgar Laurence Gray,Australie,Men,1km contre la montre,bronze
5239,1928,Amsterdam,cyclisme,cyclisme sur piste, Willy Falck Hansen,Danemark,Men,1km contre la montre,or
5240,1928,Amsterdam,cyclisme,cyclisme sur piste, Gerald Henri Bosch Van Drakestein,Pays-Bas,Men,1km contre la montre,argent
5241,1928,Amsterdam,cyclisme,cyclisme sur piste, Hans Bernhardt,Allemagne,Men,2000m tandem,bronze
5242,1928,Amsterdam,cyclisme,cyclisme sur piste, Karl Köther,Allemagne,Men,2000m tandem,bronze
5243,1928,Amsterdam,cyclisme,cyclisme sur piste, Bernardus Petrus Leene,Pays-Bas,Men,2000m tandem,or
5244,1928,Amsterdam,cyclisme,cyclisme sur piste, Daniel (Daan) Van Dijk,Pays-Bas,Men,2000m tandem,or
5245,1928,Amsterdam,cyclisme,cyclisme sur piste, Ernest Henry Chambers,Royaume-Uni,Men,2000m tandem,argent
5246,1928,Amsterdam,cyclisme,cyclisme sur piste, John Ephraim Sibbit,Royaume-Uni,Men,2000m tandem,argent
5247,1928,Amsterdam,cyclisme,cyclisme sur piste, Willy Falck Hansen,Danemark,Men,sprint indivual,bronze
5248,1928,Amsterdam,cyclisme,cyclisme sur piste, Roger Beaufrand,France,Men,sprint indivual,or
5249,1928,Amsterdam,cyclisme,cyclisme sur piste, Antonius Hendrikus Mazairac,Pays-Bas,Men,sprint indivual,argent
5250,1928,Amsterdam,cyclisme,cyclisme sur piste, Michael George Southall,Royaume-Uni,Men,poursuite par équipe (4000m),bronze
5251,1928,Amsterdam,cyclisme,cyclisme sur piste, Frederick Henry Wyld,Royaume-Uni,Men,poursuite par équipe (4000m),bronze
5252,1928,Amsterdam,cyclisme,cyclisme sur piste, Leonard Arthur Wyld,Royaume-Uni,Men,poursuite par équipe (4000m),bronze
5253,1928,Amsterdam,cyclisme,cyclisme sur piste, Percy Wyld,Royaume-Uni,Men,poursuite par équipe (4000m),bronze
5254,1928,Amsterdam,cyclisme,cyclisme sur piste, Marco Cattaneo,Italie,Men,poursuite par équipe (4000m),or
5255,1928,Amsterdam,cyclisme,cyclisme sur piste, Cesare Facciani,Italie,Men,poursuite par équipe (4000m),or
5256,1928,Amsterdam,cyclisme,cyclisme sur piste, Mario Lusiani,Italie,Men,poursuite par équipe (4000m),or
5257,1928,Amsterdam,cyclisme,cyclisme sur piste, Luigi Tasselli,Italie,Men,poursuite par équipe (4000m),or
5258,1928,Amsterdam,cyclisme,cyclisme sur piste, Adriaan Jacobus Braspennin,Pays-Bas,Men,poursuite par équipe (4000m),argent
5259,1928,Amsterdam,cyclisme,cyclisme sur piste, Johannes Leonardus Maas,Pays-Bas,Men,poursuite par équipe (4000m),argent
5260,1928,Amsterdam,cyclisme,cyclisme sur piste, Johannes Baptist Norbertus Pijnenburg,Pays-Bas,Men,poursuite par équipe (4000m),argent
5261,1928,Amsterdam,cyclisme,cyclisme sur piste, Pieter M. Van Der Horst,Pays-Bas,Men,poursuite par équipe (4000m),argent
5262,1928,Amsterdam,équitation,dressage équestre, Ragnar Olson,Suède,Men,individuel,bronze
5263,1928,Amsterdam,équitation,dressage équestre, Carl-Friedrich Von Langen,Allemagne,Men,individuel,or
5264,1928,Amsterdam,équitation,dressage équestre, Charles Louis Pierre Marion,France,Men,individuel,argent
5265,1928,Amsterdam,équitation,dressage équestre, Gerard Willem Le Heux,Pays-Bas,Men,équipe,bronze
5266,1928,Amsterdam,équitation,dressage équestre, Jan Hermannus Van Reede,Pays-Bas,Men,équipe,bronze
5267,1928,Amsterdam,équitation,dressage équestre, Pierre Marie Robert Versteegh,Pays-Bas,Men,équipe,bronze
5268,1928,Amsterdam,équitation,dressage équestre, Hermann Linkenbach,Allemagne,Men,équipe,or
5269,1928,Amsterdam,équitation,dressage équestre, Carl-Friedrich Von Langen,Allemagne,Men,équipe,or
5270,1928,Amsterdam,équitation,dressage équestre, Eugen Von Lotzbeck,Allemagne,Men,équipe,or
5271,1928,Amsterdam,équitation,dressage équestre, Carl Bonde,Suède,Men,équipe,argent
5272,1928,Amsterdam,équitation,dressage équestre, Janne Lundblad,Suède,Men,équipe,argent
5273,1928,Amsterdam,équitation,dressage équestre, Ragnar Olson,Suède,Men,équipe,argent
5274,1928,Amsterdam,équitation,concours complet d'équitation, Bruno Neumann,Allemagne,Men,individuel,bronze
5275,1928,Amsterdam,équitation,concours complet d'équitation, Charles Ferdinand Pahud De Mortanges,Pays-Bas,Men,individuel,or
5276,1928,Amsterdam,équitation,concours complet d'équitation, Gerard Pieter De Kruijff,Pays-Bas,Men,individuel,argent
5277,1928,Amsterdam,équitation,concours complet d'équitation, Michal Antoniewicz,Pologne,Men,équipe,bronze
5278,1928,Amsterdam,équitation,concours complet d'équitation, Karol De Rommel (Baron),Pologne,Men,équipe,bronze
5279,1928,Amsterdam,équitation,concours complet d'équitation, Jozef Trenkwald,Pologne,Men,équipe,bronze
5280,1928,Amsterdam,équitation,concours complet d'équitation, Gerard Pieter De Kruijff,Pays-Bas,Men,équipe,or
5281,1928,Amsterdam,équitation,concours complet d'équitation, Charles Ferdinand Pahud De Mortanges,Pays-Bas,Men,équipe,or
5282,1928,Amsterdam,équitation,concours complet d'équitation, Adolf Dirk C. Van Der Voort Van Zijp,Pays-Bas,Men,équipe,or
5283,1928,Amsterdam,équitation,concours complet d'équitation, Wilhelm Eugen Johansen,Norvège,Men,équipe,argent
5284,1928,Amsterdam,équitation,concours complet d'équitation, Bjart Ording,Norvège,Men,équipe,argent
5285,1928,Amsterdam,équitation,concours complet d'équitation, Arthur Qvist,Norvège,Men,équipe,argent
5286,1928,Amsterdam,équitation,saut équestre d'obstcale, Charles-Gustave Kuhn,Suisse,Men,individuel,bronze
5287,1928,Amsterdam,équitation,saut équestre d'obstcale, Frantisek Ventura,Tchécoslovaquie,Men,individuel,or
5288,1928,Amsterdam,équitation,saut équestre d'obstcale, Pierre Louis Bertran De Balanda,France,Men,individuel,argent
5289,1928,Amsterdam,équitation,saut équestre d'obstcale,Pepita,Suisse,Women,individuel,bronze
5290,1928,Amsterdam,équitation,saut équestre d'obstcale, Carl Björnstjerna,Suède,Men,équipe,bronze
5291,1928,Amsterdam,équitation,saut équestre d'obstcale, Ernst Hallberg,Suède,Men,équipe,bronze
5292,1928,Amsterdam,équitation,saut équestre d'obstcale, Karl Hansen,Suède,Men,équipe,bronze
5293,1928,Amsterdam,équitation,saut équestre d'obstcale,De Los Trujillos (Marquis),Espagne,Men,équipe,or
5294,1928,Amsterdam,équitation,saut équestre d'obstcale, Julio Garcia Fernandez,Espagne,Men,équipe,or
5295,1928,Amsterdam,équitation,saut équestre d'obstcale, José Navarro-Morenes,Espagne,Men,équipe,or
5296,1928,Amsterdam,équitation,saut équestre d'obstcale, Michal Antoniewicz,Pologne,Men,équipe,argent
5297,1928,Amsterdam,équitation,saut équestre d'obstcale, Kazimierz Gzowski,Pologne,Men,équipe,argent
5298,1928,Amsterdam,équitation,saut équestre d'obstcale, Kazimierz Szosland,Pologne,Men,équipe,argent
5299,1928,Amsterdam,haie,haie, George Charles Calnan,États-Unis,Men,épée individuelle,bronze
5300,1928,Amsterdam,haie,haie, Lucien Gaudin,France,Men,épée individuelle,or
5301,1928,Amsterdam,haie,haie, Georges Buchard,France,Men,épée individuelle,argent
5302,1928,Amsterdam,haie,haie, Giulio Gaudini,Italie,Men,feuille individuelle,bronze
5303,1928,Amsterdam,haie,haie, Lucien Gaudin,France,Men,feuille individuelle,or
5304,1928,Amsterdam,haie,haie, Erwin Casmir,Allemagne,Men,feuille individuelle,argent
5305,1928,Amsterdam,haie,haie, Olga Oelkers,Allemagne,Women,feuille individuelle,bronze
5306,1928,Amsterdam,haie,haie, Helene Mayer,Allemagne,Women,feuille individuelle,or
5307,1928,Amsterdam,haie,haie, Muriel B. Freeman,Royaume-Uni,Women,feuille individuelle,argent
5308,1928,Amsterdam,haie,haie, Raul Anganuzzi,Argentine,Men,équipe de la feuille d'aluminium,bronze
5309,1928,Amsterdam,haie,haie, Carmelo F. Camet,Argentine,Men,équipe de la feuille d'aluminium,bronze
5310,1928,Amsterdam,haie,haie, Roberto Larraz,Argentine,Men,équipe de la feuille d'aluminium,bronze
5311,1928,Amsterdam,haie,haie, Hector Pablo Lucchetti,Argentine,Men,équipe de la feuille d'aluminium,bronze
5312,1928,Amsterdam,haie,haie, Luis J. Lucchetti,Argentine,Men,équipe de la feuille d'aluminium,bronze
5313,1928,Amsterdam,haie,haie, Giorgio Chiavacci,Italie,Men,équipe de la feuille d'aluminium,or
5314,1928,Amsterdam,haie,haie, Giulio Gaudini,Italie,Men,équipe de la feuille d'aluminium,or
5315,1928,Amsterdam,haie,haie, Gioachino Guaragna,Italie,Men,équipe de la feuille d'aluminium,or
5316,1928,Amsterdam,haie,haie, Giorgio Pessina,Italie,Men,équipe de la feuille d'aluminium,or
5317,1928,Amsterdam,haie,haie, Ugo Pignotti,Italie,Men,équipe de la feuille d'aluminium,or
5318,1928,Amsterdam,haie,haie, Oreste Puliti,Italie,Men,équipe de la feuille d'aluminium,or
5319,1928,Amsterdam,haie,haie, Philippe Cattiau,France,Men,équipe de la feuille d'aluminium,argent
5320,1928,Amsterdam,haie,haie, Roger François Ducret,France,Men,équipe de la feuille d'aluminium,argent
5321,1928,Amsterdam,haie,haie, Raymond P. Flacher,France,Men,équipe de la feuille d'aluminium,argent
5322,1928,Amsterdam,haie,haie, André Gaboriaud,France,Men,équipe de la feuille d'aluminium,argent
5323,1928,Amsterdam,haie,haie, Lucien Gaudin,France,Men,équipe de la feuille d'aluminium,argent
5324,1928,Amsterdam,haie,haie, André Labattut,France,Men,équipe de la feuille d'aluminium,argent
5325,1928,Amsterdam,haie,haie, Bino Bini,Italie,Men,sabre individuel,bronze
5326,1928,Amsterdam,haie,haie, Odön Vitez Tersztyanszky,Hongrie,Men,sabre individuel,or
5327,1928,Amsterdam,haie,haie, Attila Petschauer,Hongrie,Men,sabre individuel,argent
5328,1928,Amsterdam,haie,haie, Tadeusz Friedrich,Pologne,Men,équipe sabre,bronze
5329,1928,Amsterdam,haie,haie, Kazimierz Laskowski,Pologne,Men,équipe sabre,bronze
5330,1928,Amsterdam,haie,haie, Aleksander S. Malecki,Pologne,Men,équipe sabre,bronze
5331,1928,Amsterdam,haie,haie, Adam Papée,Pologne,Men,équipe sabre,bronze
5332,1928,Amsterdam,haie,haie, Wladyslaw Segda,Pologne,Men,équipe sabre,bronze
5333,1928,Amsterdam,haie,haie, Jerzy Zabielski,Pologne,Men,équipe sabre,bronze
5334,1928,Amsterdam,haie,haie, Janos Garay,Hongrie,Men,équipe sabre,or
5335,1928,Amsterdam,haie,haie, Gyula Glykais,Hongrie,Men,équipe sabre,or
5336,1928,Amsterdam,haie,haie, Sandor Gombos,Hongrie,Men,équipe sabre,or
5337,1928,Amsterdam,haie,haie, Attila Petschauer,Hongrie,Men,équipe sabre,or
5338,1928,Amsterdam,haie,haie, Jozsef Rady,Hongrie,Men,équipe sabre,or
5339,1928,Amsterdam,haie,haie, Ödön Tersztyanszky,Hongrie,Men,équipe sabre,or
5340,1928,Amsterdam,haie,haie, Renato Anselmi,Italie,Men,équipe sabre,argent
5341,1928,Amsterdam,haie,haie, Bino Bini,Italie,Men,équipe sabre,argent
